hospital_clean,medical_condition,total_admissions,average_billing
ltd mooney,Asthma,1,25551.817672223937
ltd moore,Arthritis,2,13007.001205743683
ltd moore,Asthma,1,15404.125835914065
ltd moore,Hypertension,3,27597.237149831763
ltd moore,Obesity,4,13559.849956604294
ltd morales,Cancer,1,6360.277253056996
ltd morales,Diabetes,1,39239.59827858784
ltd morales,Obesity,1,43639.25630309088
ltd moran,Diabetes,1,36458.48475520698
ltd moreno,Cancer,1,8531.399003774364
ltd morgan,Cancer,2,6939.669493136628
ltd morgan,Diabetes,1,6395.556227562827
ltd morgan,Hypertension,1,33185.49561498704
ltd morris,Diabetes,1,20215.205386410325
ltd morris,Obesity,1,28364.498027480884
ltd morrison,Cancer,2,17230.404787617816
ltd morrison,Obesity,1,14865.181442248802
ltd morrow,Obesity,1,21088.992548979983
ltd moses,Obesity,2,37855.19225100202
ltd mosley,Diabetes,1,37144.35422138369
ltd moyer,Arthritis,1,44295.204785131646
ltd moyer,Hypertension,1,21542.10436294504
ltd mueller,Arthritis,1,22495.732261352983
ltd mullen,Cancer,1,20032.130368324884
ltd munoz,Arthritis,1,31764.74745255554
ltd murphy,Asthma,4,39197.53822868773
ltd murphy,Hypertension,2,4558.215317964094
ltd murphy,Obesity,1,49281.58784453135
ltd murray,Asthma,1,43971.26402589189
ltd murray,Obesity,1,13014.721954932604
ltd myers,Arthritis,1,41045.50594507616
ltd myers,Asthma,3,20452.564438099784
ltd myers,Diabetes,1,42352.30156256136
ltd myers,Obesity,3,43979.66597791094
ltd navarro,Diabetes,3,36018.98097524312
ltd navarro,Hypertension,1,45687.56602055193
ltd neal,Obesity,2,12320.217264299776
ltd nelson,Arthritis,2,19348.146414999574
ltd nelson,Asthma,1,9122.685609571949
ltd nelson,Cancer,1,45565.22589544752
ltd nelson,Diabetes,1,1599.035024247314
ltd nelson,Hypertension,1,25868.449001101664
ltd nelson,Obesity,3,36331.578240294715
ltd newman,Arthritis,1,27047.18853221683
ltd newman,Diabetes,1,5992.3262539762245
ltd newton,Asthma,1,6357.039960560193
ltd nguyen,Asthma,1,6640.056930727052
ltd nguyen,Diabetes,1,38036.14055551103
ltd nguyen,Obesity,2,37662.253318392846
ltd nichols,Obesity,1,18141.5885938635
ltd nicholson,Diabetes,1,50690.281104664566
ltd nolan,Arthritis,1,51555.796105351816
ltd nolan,Cancer,1,46613.477451253566
ltd norman,Hypertension,1,23386.22406940961
ltd norris,Obesity,1,10266.525643174697
ltd norton,Hypertension,1,17232.7729230014
ltd obrien,Hypertension,1,10289.389282811946
ltd obrien,Obesity,1,37172.86951557103
ltd ochoa,Cancer,1,24989.7738876122
ltd oconnor,Arthritis,1,48610.010284065575
ltd odom,Asthma,1,14718.354029090588
ltd oliver,Arthritis,1,11669.79784318546
ltd olsen,Asthma,1,30540.46969478621
ltd olson,Hypertension,2,33219.573683453884
ltd olson,Obesity,2,32307.604623463543
ltd oneill,Asthma,1,13438.34739793564
ltd orozco,Cancer,1,44757.6209011438
ltd orozco,Hypertension,1,12962.312059180147
ltd orr,Cancer,2,15263.169941213828
ltd ortega,Cancer,1,38686.99498602308
ltd ortega,Diabetes,1,9690.560104991437
ltd ortega,Obesity,1,25225.86931409188
ltd ortiz,Arthritis,1,35667.6604769007
ltd ortiz,Obesity,1,37766.11183414458
ltd osborn,Obesity,1,5223.502081344052
ltd owens,Arthritis,2,45585.29368955962
ltd owens,Diabetes,1,30674.45499689381
ltd pace,Hypertension,1,23130.7141250296
ltd page,Asthma,2,39125.95252409283
ltd palmer,Cancer,3,39593.35288748646
ltd park,Arthritis,1,4950.094506224675
ltd park,Diabetes,1,3277.871121051829
ltd parker,Asthma,1,34714.07243972014
ltd parker,Diabetes,1,3291.472625278734
ltd parks,Diabetes,1,26919.023695182048
ltd parrish,Hypertension,2,33377.45905927592
ltd parsons,Arthritis,1,18835.445979622928
ltd parsons,Diabetes,2,16208.948523188124
ltd patel,Arthritis,1,37217.839700601486
ltd patel,Hypertension,2,39067.1705951664
ltd patel,Obesity,1,32664.890641876776
ltd patrick,Cancer,1,18312.389218332824
ltd patterson,Asthma,2,46021.48697443117
ltd patterson,Diabetes,2,28814.763196865715
ltd pearson,Cancer,1,32979.16750640354
ltd pearson,Diabetes,1,39229.0359143718
ltd peck,Diabetes,2,18545.86114419784
ltd pena,Asthma,2,24233.210080801997
ltd perez,Arthritis,1,50564.18124866002
ltd perez,Cancer,1,28084.58365854219
ltd perez,Hypertension,2,10657.782183517447
ltd perez,Obesity,3,24322.000837437197
ltd perry,Cancer,1,43176.76064112468
ltd perry,Diabetes,1,44077.89362618892
ltd peters,Asthma,1,39907.85591596967
ltd peters,Hypertension,2,2505.894290434583
ltd peterson,Arthritis,3,31481.776367152208
ltd peterson,Asthma,2,31567.089931919603
ltd peterson,Diabetes,1,1788.3487894775371
ltd peterson,Obesity,1,5608.601432216855
ltd phillips,Arthritis,1,16123.273353675108
ltd phillips,Cancer,2,34164.49470254751
ltd phillips,Diabetes,1,34985.227453118045
ltd phillips,Obesity,3,26469.27947702946
ltd pierce,Arthritis,1,45624.31645124191
ltd pitts,Arthritis,2,18314.223869080528
ltd poole,Arthritis,2,48160.70351738627
ltd pope,Hypertension,1,44724.79274027411
ltd porter,Arthritis,5,25509.449647265257
ltd porter,Cancer,1,42031.35618072863
ltd porter,Hypertension,3,17929.690285971676
ltd potter,Asthma,1,2345.84959747172
ltd potts,Asthma,1,26527.55730240478
ltd powell,Cancer,1,16177.129136744152
ltd powell,Hypertension,1,48391.61851262537
ltd powers,Asthma,1,48870.27398781336
ltd powers,Diabetes,1,1313.1273519909546
ltd pratt,Diabetes,1,42341.016784471736
ltd preston,Arthritis,1,7378.038967717053
ltd preston,Hypertension,1,10520.815909986157
ltd proctor,Diabetes,1,24076.734964174764
ltd ramirez,Cancer,3,32673.92016253539
ltd ramirez,Hypertension,2,26531.015518976637
ltd ramirez,Obesity,2,12331.741005390006
ltd ramos,Diabetes,1,22053.67265539636
ltd rangel,Asthma,1,34747.41998413537
ltd ray,Arthritis,2,20771.88078457096
ltd ray,Hypertension,1,43845.81204044235
ltd ray,Obesity,1,47914.09121688398
ltd reed,Arthritis,4,26396.027660321244
ltd reed,Asthma,1,33594.824542334565
ltd reed,Cancer,1,41500.99043914484
ltd reed,Obesity,1,44491.91012891062
ltd reese,Arthritis,2,22957.71957425458
ltd reese,Hypertension,1,9629.911442459295
ltd reeves,Cancer,1,22522.557087229023
ltd reeves,Obesity,1,24476.33241777383
ltd reid,Cancer,1,9015.648768267369
ltd reyes,Arthritis,1,19545.09522791915
ltd reyes,Cancer,1,34116.36340274126
ltd reyes,Diabetes,1,6463.353314274379
ltd reyes,Hypertension,2,5972.22254109847
ltd reyes,Obesity,1,17699.209730689174
ltd reynolds,Diabetes,1,34363.99314040991
ltd rhodes,Asthma,1,1465.294256742138
ltd rhodes,Obesity,1,22779.379528515663
ltd rice,Diabetes,1,22367.828968270376
ltd rich,Arthritis,1,42876.22213342504
ltd rich,Hypertension,1,21315.847584559506
ltd richard,Cancer,1,22284.059841935003
ltd richard,Diabetes,1,43785.00119216827
ltd richardson,Arthritis,1,35854.08642252094
ltd richardson,Hypertension,2,26576.42168818463
ltd richardson,Obesity,1,5567.958516723296
ltd richmond,Arthritis,2,38783.01886711645
ltd rios,Arthritis,2,22618.775584313735
ltd ritter,Arthritis,1,44156.51381197929
ltd rivas,Arthritis,3,30259.231819654637
ltd rivas,Asthma,1,4454.472659509182
ltd rivera,Arthritis,2,27788.82976277472
ltd rivera,Hypertension,2,28021.858264272596
ltd rivera,Obesity,2,17868.779137820056
ltd roach,Asthma,1,21851.37787471369
ltd robbins,Cancer,1,27814.568330634986
ltd roberts,Arthritis,1,31501.71985680136
ltd roberts,Asthma,3,7803.972420250028
ltd robertson,Diabetes,1,44912.70754561225
ltd robertson,Obesity,2,27700.262686169146
ltd robinson,Asthma,1,39017.70622872494
ltd robinson,Cancer,1,7608.379427879214
ltd robinson,Diabetes,1,32248.98255365128
ltd robinson,Hypertension,1,45608.224135066805
ltd robles,Arthritis,1,48082.08007616276
ltd robles,Obesity,1,26828.833170747774
ltd rodgers,Arthritis,1,32000.827319874123
ltd rodgers,Asthma,1,20157.898454435504
ltd rodriguez,Arthritis,3,39267.781871227315
ltd rodriguez,Asthma,1,17777.382574473442
ltd rodriguez,Diabetes,1,8288.62161689034
ltd rogers,Asthma,1,39152.58283464419
ltd rogers,Diabetes,2,19869.727940108518
ltd rogers,Hypertension,1,28862.50020527725
ltd rollins,Asthma,1,7220.949278913963
ltd roman,Asthma,1,24378.764495034982
ltd roman,Diabetes,1,11604.15313277992
ltd romero,Asthma,1,35959.44497634187
ltd romero,Obesity,2,19133.3550300838
ltd rosales,Asthma,1,25594.69973096898
ltd rosales,Hypertension,1,42947.22949114038
ltd rose,Asthma,1,20205.47072232389
ltd rose,Diabetes,1,18567.62114023205
ltd ross,Cancer,1,6908.005912594862
ltd ross,Hypertension,2,19093.583437099063
ltd ruiz,Arthritis,1,33148.20482494258
ltd ruiz,Cancer,1,9711.917147718646
ltd russell,Arthritis,2,16434.551040770515
ltd russell,Asthma,2,9961.452525567269
ltd russell,Hypertension,1,23146.91312362458
ltd ryan,Arthritis,1,10578.005412855167
ltd salas,Asthma,1,43826.99021920867
ltd salas,Cancer,1,47113.73270874901
ltd salas,Diabetes,1,23991.806499810857
ltd salazar,Asthma,2,13565.90796035312
ltd salazar,Cancer,1,2036.3777124688984
ltd salazar,Obesity,2,42589.29250018244
ltd salinas,Hypertension,1,28081.937282515268
ltd salinas,Obesity,1,26883.77772355432
ltd sampson,Hypertension,1,34864.19942829437
ltd sampson,Obesity,1,33028.897799790946
ltd sanchez,Arthritis,1,39460.79986750033
ltd sanchez,Diabetes,1,38787.988570393296
ltd sanchez,Obesity,1,13306.162972286364
ltd sanders,Asthma,1,43080.30063904405
ltd sanders,Hypertension,1,7693.163419186334
ltd sanders,Obesity,1,30653.166910582662
ltd sandoval,Asthma,2,25130.537744377645
ltd sandoval,Obesity,1,49223.01812933271
ltd santiago,Diabetes,1,7012.1640483722285
ltd santos,Cancer,2,34327.754822109324
ltd saunders,Asthma,1,11228.643374761135
ltd saunders,Obesity,1,952.9290712411145
ltd schmidt,Arthritis,1,36287.01340179927
ltd schmitt,Asthma,2,36591.167537903806
ltd schmitt,Diabetes,1,48672.86376673338
ltd schroeder,Cancer,1,3973.134897083455
ltd schroeder,Obesity,2,26347.829428034394
ltd schultz,Hypertension,1,6695.180928138483
ltd schwartz,Hypertension,2,32060.307427684056
ltd scott,Asthma,1,2675.902131095161
ltd scott,Cancer,3,41946.06794376494
ltd scott,Hypertension,3,36103.09775906575
ltd sellers,Diabetes,1,35836.08832646065
ltd shah,Diabetes,1,16098.496176324756
ltd shah,Hypertension,1,25545.20090055721
ltd shannon,Asthma,1,23916.259873910407
ltd sharp,Obesity,1,12094.744192468112
ltd shaw,Cancer,1,5466.085590173779
ltd shelton,Arthritis,1,7161.519187107447
ltd shelton,Asthma,1,32832.08726742497
ltd shepard,Diabetes,1,17484.28381137584
ltd sherman,Diabetes,3,36487.494657917596
ltd silva,Obesity,1,22014.27705950773
ltd simmons,Arthritis,1,25974.615537744103
ltd simmons,Cancer,1,30479.30754343801
ltd simmons,Diabetes,1,9872.616410130193
ltd simmons,Hypertension,1,19143.32713387604
ltd simon,Hypertension,1,4756.288969879943
ltd simpson,Arthritis,1,18343.172448918704
ltd simpson,Hypertension,2,26970.280252761324
ltd sims,Arthritis,1,32697.64184715713
ltd sims,Diabetes,2,39996.138513387225
ltd singh,Obesity,2,42992.84223748376
ltd singleton,Hypertension,1,4423.69349041299
ltd skinner,Hypertension,2,5902.511670597774
ltd smith,Arthritis,9,36226.9156954612
ltd smith,Asthma,3,13116.165874500153
ltd smith,Cancer,6,23073.34615116578
ltd smith,Diabetes,4,31897.27952493404
ltd smith,Hypertension,6,13984.776521314214
ltd smith,Obesity,11,26185.175880902436
ltd snyder,Diabetes,1,6497.769577489807
ltd solis,Obesity,1,39003.18143809496
ltd solomon,Obesity,1,16049.85309528961
ltd soto,Hypertension,1,33018.480304419696
ltd soto,Obesity,1,4448.794643897507
ltd spencer,Arthritis,1,9924.898925560115
ltd spencer,Asthma,3,11897.953908011312
ltd spencer,Hypertension,2,7502.888960475992
ltd stanton,Asthma,1,25323.88324561607
ltd stanton,Cancer,1,29119.99845892116
ltd steele,Arthritis,2,20030.58190304799
ltd steele,Obesity,1,24281.6408156325
ltd stein,Arthritis,1,36212.7824234794
ltd stein,Hypertension,1,44571.71831139264
ltd stephens,Diabetes,1,31183.592117178203
ltd stephens,Obesity,1,5160.37856966535
ltd stephenson,Arthritis,1,36938.31911802522
ltd stephenson,Cancer,1,16907.08151104874
ltd stephenson,Diabetes,1,39306.7545720822
ltd stevens,Arthritis,1,40984.00332733274
ltd stevens,Asthma,2,17484.425559137304
ltd stevens,Diabetes,2,21098.035295592883
ltd stevens,Obesity,1,43767.93046392786
ltd stevenson,Arthritis,2,19328.258003950614
ltd stevenson,Obesity,1,44921.9832400373
ltd stewart,Arthritis,2,29482.357321805648
ltd stewart,Asthma,1,14687.499950374608
ltd stewart,Diabetes,1,1969.4605009363909
ltd stewart,Hypertension,1,29462.350037190325
ltd stokes,Diabetes,1,27777.15746801937
ltd stone,Cancer,1,16602.410530727873
ltd stout,Diabetes,1,49465.54961575873
ltd strong,Diabetes,1,28868.34439174103
ltd suarez,Obesity,1,7175.312918013531
ltd sullivan,Diabetes,1,19626.615060700475
ltd sutton,Obesity,2,17913.391471336603
ltd sweeney,Hypertension,1,37909.5482015156
ltd tanner,Arthritis,1,34875.928126050865
ltd tate,Arthritis,1,5964.48370361082
ltd tate,Asthma,1,47659.72413559531
ltd taylor,Arthritis,3,37676.42840113509
ltd taylor,Asthma,1,4511.1427144489735
ltd taylor,Diabetes,2,20104.794763908307
ltd taylor,Hypertension,1,40846.70102773741
ltd taylor,Obesity,2,36842.80064993116
ltd thomas,Arthritis,2,12383.93786772648
ltd thomas,Asthma,2,22539.874321500305
ltd thomas,Cancer,2,36848.52381454519
ltd thomas,Hypertension,1,23904.41420613845
ltd thomas,Obesity,2,29190.940188899847
ltd thompson,Arthritis,1,31580.293016301268
ltd thompson,Asthma,1,33385.39459283924
ltd thompson,Cancer,2,21995.038207025013
ltd thompson,Diabetes,4,35354.09390966197
ltd thompson,Hypertension,1,5129.0673166286215
ltd thompson,Obesity,2,36332.053422619974
ltd thornton,Hypertension,1,32162.81812107981
ltd todd,Diabetes,1,4592.281100031994
ltd todd,Hypertension,1,14030.36309675418
ltd torres,Arthritis,1,7307.355204491208
ltd torres,Diabetes,1,30675.72499795204
ltd torres,Hypertension,1,21720.59211148942
ltd torres,Obesity,1,4208.707935027254
ltd townsend,Asthma,1,48725.14982251528
ltd tran,Cancer,1,33864.95312924533
ltd tran,Diabetes,2,35312.328552480685
ltd trujillo,Asthma,1,35841.2411212939
ltd tucker,Hypertension,1,17298.17250058882
ltd tucker,Obesity,1,13425.790904765005
ltd turner,Arthritis,1,43445.09885437212
ltd turner,Asthma,2,28367.5764609753
ltd turner,Hypertension,2,19000.315244652484
ltd turner,Obesity,1,43023.77445159631
ltd tyler,Arthritis,1,5302.162677740327
ltd underwood,Asthma,1,22396.408557918014
ltd underwood,Obesity,1,4205.597598833873
ltd valentine,Diabetes,2,14397.995798926419
ltd vang,Obesity,2,33198.790241572315
ltd vargas,Asthma,1,36160.45346169234
ltd vargas,Cancer,1,11698.43062128032
ltd vargas,Diabetes,1,41877.20151895668
ltd vargas,Hypertension,1,38246.40584369254
ltd vasquez,Cancer,1,46260.718867905096
ltd vaughn,Cancer,1,7101.970384749949
ltd vaughn,Obesity,1,6485.588215657591
ltd vazquez,Obesity,1,40132.94472630001
ltd vega,Diabetes,2,42476.45151377085
ltd velasquez,Cancer,1,11038.231069481675
ltd velez,Hypertension,1,34935.77911821931
ltd villa,Asthma,1,35051.02917502181
ltd villa,Cancer,2,20069.948514528893
ltd villanueva,Cancer,1,41822.48259049805
ltd vincent,Diabetes,2,48756.18496472842
ltd wagner,Asthma,1,25888.09478218703
ltd wagner,Cancer,1,19637.66802855023
ltd walker,Arthritis,1,25528.82543234557
ltd walker,Asthma,1,11877.33478990075
ltd walker,Diabetes,3,21072.031202354887
ltd walker,Obesity,2,7479.3453724047795
ltd wallace,Arthritis,1,50258.46520799766
ltd wallace,Asthma,2,13761.144459019531
ltd wallace,Cancer,2,36959.75915495075
ltd walters,Obesity,1,3447.98157189458
ltd walton,Arthritis,1,44186.24937722159
ltd walton,Obesity,1,4920.041189088703
ltd wang,Hypertension,1,26062.43432029105
ltd ward,Arthritis,1,21169.83433850374
ltd ward,Cancer,1,18970.02885483384
ltd ward,Obesity,3,5670.443944419302
ltd warner,Hypertension,2,14254.611237361354
ltd warren,Asthma,2,31233.794364430454
ltd warren,Obesity,1,42997.27261079257
ltd washington,Asthma,1,32165.02271296922
ltd washington,Diabetes,1,592.519882606563
ltd washington,Obesity,3,12185.642358508116
ltd waters,Arthritis,1,37751.78853808071
ltd watson,Asthma,1,47926.193460580704
ltd watson,Obesity,1,35007.434301050955
ltd watts,Asthma,1,16134.824608641404
ltd watts,Hypertension,1,6827.697954531403
ltd weaver,Cancer,1,34160.60180644931
ltd webb,Arthritis,1,43746.85169655672
ltd webb,Asthma,1,28685.265193364783
ltd webb,Cancer,1,43675.76116413118
ltd weber,Asthma,1,33779.25832907136
ltd weber,Cancer,1,46149.0501812615
ltd weber,Obesity,1,36684.53404943418
ltd welch,Hypertension,1,29084.018800842503
ltd wells,Cancer,1,48820.37873316502
ltd wells,Diabetes,1,18976.50711012698
ltd wells,Hypertension,1,9468.72494442693
ltd wells,Obesity,1,169.01967684915144
ltd west,Asthma,2,42516.00840069229
ltd west,Diabetes,2,34628.01992099849
ltd west,Obesity,3,25663.981642510527
ltd wheeler,Asthma,2,23488.856403239362
ltd wheeler,Cancer,2,14088.073596070531
ltd white,Arthritis,1,37540.06397596013
ltd white,Asthma,2,23081.806671363003
ltd white,Cancer,2,11050.461292059272
ltd white,Diabetes,1,25615.19285748388
ltd white,Obesity,1,40181.63973382652
ltd whitehead,Obesity,1,36128.952328958025
ltd wilcox,Diabetes,2,28353.41765893477
ltd wilkerson,Arthritis,1,46407.12844518322
ltd wilkins,Hypertension,1,49980.47667128728
ltd wilkinson,Arthritis,1,25474.501254573093
ltd wilkinson,Obesity,1,30421.86075771424
ltd williams,Asthma,5,14838.062487728495
ltd williams,Cancer,7,28404.45331138591
ltd williams,Diabetes,2,17582.786701640136
ltd williams,Obesity,4,16108.619598643381
ltd wilson,Arthritis,1,33177.718548896635
ltd wilson,Asthma,2,721.672656794694
ltd wilson,Cancer,1,17553.486222306412
ltd wilson,Obesity,2,39490.34085782765
ltd wise,Obesity,1,13750.339245730704
ltd wood,Obesity,1,38366.47660964295
ltd woodard,Asthma,1,24055.39233382272
ltd woods,Asthma,1,9027.822354712289
ltd woods,Obesity,1,34823.545915327486
ltd wright,Arthritis,3,23592.380462055826
ltd wright,Asthma,4,29731.01248175883
ltd wright,Cancer,1,15045.11740887497
ltd wright,Diabetes,2,25139.668129860358
ltd wright,Hypertension,2,32354.90820909333
ltd wu,Asthma,1,9437.796526767344
ltd wyatt,Arthritis,1,25599.175355297128
ltd yang,Obesity,2,919.7895503980784
ltd york,Obesity,1,34339.242438963745
ltd young,Arthritis,1,48735.16983191261
ltd young,Cancer,1,21984.86224324173
ltd young,Hypertension,1,41250.11197175378
ltd young,Obesity,1,23169.748949357127
ltd zamora,Arthritis,2,17488.360904089466
ltd zamora,Diabetes,2,30571.495946846684
ltd zimmerman,Arthritis,2,5066.635192609144
ltd zuniga,Cancer,1,11844.644473598382
ltd zuniga,Obesity,2,14030.542784386114
"lucas and gray herrera,",Obesity,1,22519.10488022339
lucas group,Asthma,1,24201.500074234224
lucas inc,Arthritis,1,43271.95151355792
lucas inc,Asthma,2,3242.010700867047
lucas inc,Diabetes,1,27566.07253626497
lucas inc,Obesity,1,39229.47467275144
"lucas jones, and casey",Asthma,1,9060.998450250432
lucas llc,Obesity,1,41728.70570643323
lucas ltd,Arthritis,2,32051.195135937123
lucas ltd,Hypertension,1,47050.35375533496
"lucas mcclure, and arnold",Diabetes,1,16079.956319842502
lucas plc,Asthma,1,28097.30255028908
lucas plc,Obesity,1,31377.307331889624
"lucas stevens, and hurst",Cancer,1,6738.281049814956
"lucas, and howard schneider",Obesity,2,31754.9865036104
"lucas, and hubbard deleon",Asthma,1,36241.12759076122
"lucas, and lester sullivan",Diabetes,1,10866.585616804385
"lucas, dixon and lopez",Hypertension,2,14464.098968867986
"lucas, hines fowler and",Asthma,1,16320.8992988688
"lucas, ward and leonard",Asthma,2,10749.631882948956
lucas-anthony,Diabetes,1,20174.321359025154
lucas-booker,Arthritis,1,49117.153834845696
lucas-brown,Asthma,1,36169.29612958372
lucas-campbell,Cancer,1,6531.5642062517245
lucas-dixon,Cancer,1,7131.594997560721
lucas-fox,Arthritis,1,16835.0876348122
lucas-henry,Hypertension,1,25169.191942636782
lucas-johnson,Hypertension,2,33519.480450105606
lucas-long,Hypertension,2,38972.09270086285
lucas-rivera,Cancer,1,34166.252964180145
lucas-silva,Asthma,1,4685.452105005538
lucas-stewart,Cancer,1,15626.57103402674
"lucero and adams meza,",Asthma,1,5019.071610365331
"lucero and howard thompson,",Hypertension,1,23037.022998513927
lucero-bennett,Cancer,2,36890.54873447192
lucero-choi,Diabetes,1,44181.25468731447
lucero-davidson,Cancer,1,22409.06472829393
lucero-evans,Cancer,1,30229.64754406602
lucero-jacobs,Obesity,1,19974.504465187805
lucero-long,Cancer,1,28145.65678231749
lucero-moore,Arthritis,1,9907.668132112163
lucero-smith,Hypertension,2,2343.7985812893367
"luna and hansen, cook",Diabetes,1,29373.09315891178
"luna and holloway, bailey",Cancer,1,27223.67410296582
"luna and howard, moore",Diabetes,1,33411.16329545772
luna and sons,Cancer,1,18496.08582139806
"luna and young campbell,",Cancer,1,45321.23436333118
"luna davis and lee,",Cancer,1,19810.984644159755
"luna flowers, and marsh",Arthritis,1,6669.0267823129125
"luna gonzales charles, and",Cancer,1,5803.935804562688
luna inc,Asthma,1,28837.6770525072
luna llc,Diabetes,1,40323.17863468228
luna ltd,Arthritis,1,3198.9497693263224
luna ltd,Cancer,1,27854.711611038347
luna sons and,Diabetes,1,5540.29189115963
"luna, and stephens melendez",Obesity,1,10861.814213718484
luna-anderson,Cancer,1,45110.662327537
luna-avila,Obesity,1,20128.04513138165
luna-case,Diabetes,1,40788.03446701968
luna-coffey,Diabetes,1,19114.87853037762
luna-cruz,Diabetes,1,16749.537464783883
luna-frey,Hypertension,1,13468.644150298123
luna-gonzalez,Asthma,1,8543.432701136782
luna-hanson,Asthma,1,49505.41704557647
luna-henry,Arthritis,1,14387.2851535679
luna-jones,Hypertension,1,26044.508953406807
luna-lopez,Diabetes,1,28662.8393050432
luna-pierce,Arthritis,1,27623.49243594344
luna-smith,Hypertension,1,29628.615438734243
luna-taylor,Arthritis,1,38742.57663585589
"lutz jackson coffey, and",Obesity,1,47005.48141046687
"lutz lamb and carney,",Obesity,2,26053.831514179707
"lutz, church walker and",Obesity,1,48176.19174123654
"lutz, lester and kelly",Cancer,1,18270.995269376323
lutz-boyer,Asthma,1,37758.59900736775
lutz-gonzales,Hypertension,1,28702.703306407457
lutz-hawkins,Obesity,1,13024.641245853032
lutz-hayes,Diabetes,1,28713.10617348509
lutz-hurley,Hypertension,1,2888.90762682052
lutz-miranda,Arthritis,2,32399.67024414329
lutz-navarro,Cancer,1,23749.87931685584
lutz-warner,Arthritis,1,6005.548836923668
"lynch and coffey, huffman",Arthritis,1,43993.3411130295
"lynch and nguyen, hull",Asthma,1,25007.821166427
"lynch and reilly, holland",Obesity,1,15121.918132023124
lynch and sons,Arthritis,1,42427.26074043592
lynch and sons,Asthma,1,44400.00010125794
"lynch cole, and johnson",Hypertension,2,10411.029234364303
lynch group,Arthritis,1,3851.386492659464
lynch inc,Hypertension,2,15644.578162601176
"lynch lopez, and hall",Arthritis,2,49731.27253174374
lynch ltd,Arthritis,2,6322.683959190764
lynch plc,Asthma,1,39745.73147361559
lynch plc,Obesity,1,39358.841960950056
lynch sons and,Diabetes,1,45276.41218912343
"lynch velasquez, long and",Cancer,2,45385.12213608681
"lynch woodard, andrade and",Cancer,1,13543.552755731384
"lynch, and pittman harris",Diabetes,2,23271.846724655246
"lynch, and pugh ayala",Diabetes,1,41305.61714376439
lynch-anthony,Hypertension,1,34302.39626132039
lynch-campbell,Diabetes,1,43376.22640162243
lynch-cherry,Obesity,1,13235.899821525223
lynch-davis,Arthritis,1,32955.07286518396
lynch-fleming,Arthritis,1,8158.830926420276
lynch-garcia,Asthma,1,12193.47805245751
lynch-garrett,Arthritis,1,29267.6872172668
lynch-james,Diabetes,1,30221.30857735449
lynch-joseph,Cancer,1,33744.79663495122
lynch-lowe,Hypertension,1,25216.2011958813
lynch-martinez,Cancer,1,38676.60269385074
lynch-mckee,Arthritis,1,11881.22427099983
lynch-mills,Arthritis,1,24786.21061875888
lynch-miranda,Obesity,1,32942.35161564178
lynch-schultz,Asthma,1,37012.13728859902
lynch-vargas,Arthritis,1,29548.015946052907
lynch-wong,Obesity,1,46774.18895763991
lynn llc,Cancer,1,28452.02955940281
"lynn lopez, weber and",Cancer,1,19682.05381442228
lynn ltd,Cancer,1,23477.71274320915
lynn plc,Hypertension,1,27714.519308028142
"lynn simmons, rodriguez and",Hypertension,1,43844.56208638279
"lynn, and perez ewing",Diabetes,1,26194.40672133176
"lynn, long and hurst",Cancer,1,9979.172259146027
lynn-conrad,Cancer,1,41131.77532453625
lynn-garcia,Obesity,1,44937.49327951392
lynn-green,Obesity,1,31916.906570746305
lynn-hopkins,Cancer,1,48108.4667972609
lynn-obrien,Arthritis,1,28728.591743613066
lynn-rivera,Asthma,1,21043.267594552897
lynn-shields,Cancer,1,28529.43294972712
"lyons and ashley, berg",Cancer,2,40411.515640158825
"lyons and foster rodgers,",Hypertension,1,30128.150071639306
"lyons edwards graham, and",Diabetes,1,20195.793687568283
"lyons evans, and freeman",Arthritis,1,30025.35207425332
"lyons gilbert, white and",Cancer,1,25016.377526434462
lyons inc,Diabetes,1,1178.7738283668054
lyons inc,Obesity,2,35601.93433750967
"lyons jacobs hall, and",Hypertension,1,26190.294052027693
lyons llc,Diabetes,1,45242.85699278163
lyons ltd,Diabetes,2,43308.61673884873
"lyons mendoza, and garcia",Obesity,2,38335.59282977203
lyons plc,Diabetes,1,2776.7776756889384
lyons sons and,Cancer,2,20934.215362786897
"lyons wood and martin,",Asthma,1,11309.090938546438
"lyons young, wagner and",Arthritis,1,46445.7333167587
"lyons, and campbell kerr",Asthma,1,39282.36847719716
"lyons, bauer and phillips",Hypertension,1,40712.57943803634
lyons-blair,Hypertension,1,7999.586879604188
lyons-casey,Asthma,1,-136.1646876472164
lyons-edwards,Cancer,1,6252.646868354438
lyons-hansen,Obesity,1,11889.154513181087
lyons-hickman,Diabetes,1,44524.63780175894
lyons-rangel,Hypertension,1,46937.21271229425
lyons-ray,Hypertension,1,28452.47608554875
lyons-riley,Arthritis,1,20912.79017224991
lyons-thompson,Cancer,1,39139.27306161352
lyons-tyler,Diabetes,1,46114.4491800303
lyons-wiley,Obesity,1,4085.8061818642745
lyons-young,Asthma,1,28323.81862124732
macdonald and sons,Hypertension,1,39148.17680247225
"macdonald and williams clarke,",Hypertension,1,2415.8691123064173
"macdonald davidson and wilcox,",Hypertension,1,18879.369962163462
"macdonald grant and parsons,",Hypertension,2,27511.11595539592
macdonald group,Obesity,1,44356.30155722579
macdonald inc,Obesity,2,36473.51705365066
"macdonald jimenez and nichols,",Diabetes,1,18971.592758802515
